sample	evo_hist	strainID	target_f
8_03_C10	evo	HAMBI_0403	0.05
8_03_C10	anc	HAMBI_1287	0.65
8_03_C10	evo	HAMBI_1287	0.05
8_03_C10	anc	HAMBI_1896	0.05
8_03_C10	evo	HAMBI_1896	0.05
8_03_C10	anc	HAMBI_1977	0.05
8_03_C10	evo	HAMBI_1977	0.05
8_04_D10	anc	HAMBI_0403	0.05
8_04_D10	evo	HAMBI_0403	0.05
8_04_D10	anc	HAMBI_1287	0.05
8_04_D10	evo	HAMBI_1287	0.65
8_04_D10	anc	HAMBI_1896	0.05
8_04_D10	evo	HAMBI_1896	0.05
8_04_D10	anc	HAMBI_1977	0.05
8_04_D10	evo	HAMBI_1977	0.05
8_05_E10	anc	HAMBI_0403	0.05
8_05_E10	evo	HAMBI_0403	0.05
8_05_E10	anc	HAMBI_1287	0.05
8_05_E10	evo	HAMBI_1287	0.05
8_05_E10	anc	HAMBI_1896	0.65
8_05_E10	evo	HAMBI_1896	0.05
8_05_E10	anc	HAMBI_1977	0.05
8_05_E10	evo	HAMBI_1977	0.05
8_06_F10	anc	HAMBI_0403	0.05
8_06_F10	evo	HAMBI_0403	0.05
8_06_F10	anc	HAMBI_1287	0.05
8_06_F10	evo	HAMBI_1287	0.05
8_06_F10	anc	HAMBI_1896	0.05
8_06_F10	evo	HAMBI_1896	0.65
8_06_F10	anc	HAMBI_1977	0.05
8_06_F10	evo	HAMBI_1977	0.05
8_07_G10	anc	HAMBI_0403	0.05
8_07_G10	evo	HAMBI_0403	0.05
8_07_G10	anc	HAMBI_1287	0.05
8_07_G10	evo	HAMBI_1287	0.05
8_07_G10	anc	HAMBI_1896	0.05
8_07_G10	evo	HAMBI_1896	0.05
8_07_G10	anc	HAMBI_1977	0.65
8_07_G10	evo	HAMBI_1977	0.05
8_08_H10	anc	HAMBI_0403	0.05
8_08_H10	evo	HAMBI_0403	0.05
8_08_H10	anc	HAMBI_1287	0.05
8_08_H10	evo	HAMBI_1287	0.05
8_08_H10	anc	HAMBI_1896	0.05
8_08_H10	evo	HAMBI_1896	0.05
8_08_H10	anc	HAMBI_1977	0.05
8_08_H10	evo	HAMBI_1977	0.65
8_09_A11	anc	HAMBI_0403	0.30
8_09_A11	evo	HAMBI_0403	0.10
8_09_A11	anc	HAMBI_1287	0.10
8_09_A11	evo	HAMBI_1287	0.10
8_09_A11	anc	HAMBI_1896	0.10
8_09_A11	evo	HAMBI_1896	0.10
8_09_A11	anc	HAMBI_1977	0.10
8_09_A11	evo	HAMBI_1977	0.10
8_10_B11	anc	HAMBI_0403	0.10
8_10_B11	evo	HAMBI_0403	0.30
8_10_B11	anc	HAMBI_1287	0.10
8_10_B11	evo	HAMBI_1287	0.10
8_10_B11	anc	HAMBI_1896	0.10
8_10_B11	evo	HAMBI_1896	0.10
8_10_B11	anc	HAMBI_1977	0.10
8_10_B11	evo	HAMBI_1977	0.10
8_11_C11	anc	HAMBI_0403	0.10
8_11_C11	evo	HAMBI_0403	0.10
8_11_C11	anc	HAMBI_1287	0.30
8_11_C11	evo	HAMBI_1287	0.10
8_11_C11	anc	HAMBI_1896	0.10
8_11_C11	evo	HAMBI_1896	0.10
8_11_C11	anc	HAMBI_1977	0.10
8_11_C11	evo	HAMBI_1977	0.10
8_12_D11	anc	HAMBI_0403	0.10
8_12_D11	evo	HAMBI_0403	0.10
8_12_D11	anc	HAMBI_1287	0.10
8_12_D11	evo	HAMBI_1287	0.30
8_12_D11	anc	HAMBI_1896	0.10
8_12_D11	evo	HAMBI_1896	0.10
8_12_D11	anc	HAMBI_1977	0.10
8_12_D11	evo	HAMBI_1977	0.10
8_13_E11	anc	HAMBI_0403	0.10
8_13_E11	evo	HAMBI_0403	0.10
8_13_E11	anc	HAMBI_1287	0.10
8_13_E11	evo	HAMBI_1287	0.10
8_13_E11	anc	HAMBI_1896	0.30
8_13_E11	evo	HAMBI_1896	0.10
8_13_E11	anc	HAMBI_1977	0.10
8_13_E11	evo	HAMBI_1977	0.10
8_14_F11	anc	HAMBI_0403	0.10
8_14_F11	evo	HAMBI_0403	0.10
8_14_F11	anc	HAMBI_1287	0.10
8_14_F11	evo	HAMBI_1287	0.10
8_14_F11	anc	HAMBI_1896	0.10
8_14_F11	evo	HAMBI_1896	0.30
8_14_F11	anc	HAMBI_1977	0.10
8_14_F11	evo	HAMBI_1977	0.10
8_15_G11	anc	HAMBI_0403	0.10
8_15_G11	evo	HAMBI_0403	0.10
8_15_G11	anc	HAMBI_1287	0.10
8_15_G11	evo	HAMBI_1287	0.10
8_15_G11	anc	HAMBI_1896	0.10
8_15_G11	evo	HAMBI_1896	0.10
8_15_G11	anc	HAMBI_1977	0.30
8_15_G11	evo	HAMBI_1977	0.10
8_16_H11	anc	HAMBI_0403	0.10
8_16_H11	evo	HAMBI_0403	0.10
8_16_H11	anc	HAMBI_1287	0.10
8_16_H11	evo	HAMBI_1287	0.10
8_16_H11	anc	HAMBI_1896	0.10
8_16_H11	evo	HAMBI_1896	0.10
8_16_H11	anc	HAMBI_1977	0.10
8_16_H11	evo	HAMBI_1977	0.30
8_17_A12	anc	HAMBI_0403	0.13
8_17_A12	evo	HAMBI_0403	0.13
8_17_A12	anc	HAMBI_1287	0.13
8_17_A12	evo	HAMBI_1287	0.13
8_17_A12	anc	HAMBI_1896	0.13
8_17_A12	evo	HAMBI_1896	0.13
8_17_A12	anc	HAMBI_1977	0.13
8_17_A12	evo	HAMBI_1977	0.13
3_c01_G12	anc	HAMBI_0403	0.1
3_c01_G12	evo	HAMBI_1287	0.1
3_c01_G12	anc	HAMBI_1896	0.8
3_c01_H12	anc	HAMBI_0403	0.1
3_c01_H12	evo	HAMBI_1287	0.1
3_c01_H12	anc	HAMBI_1896	0.8
2_01_A01	anc	HAMBI_0403	0.5
2_01_A01	anc	HAMBI_1977	0.5
2_02_B01	anc	HAMBI_0403	0.5
2_02_B01	evo	HAMBI_1977	0.5
2_03_C01	anc	HAMBI_0403	0.5
2_03_C01	anc	HAMBI_1896	0.5
2_04_D01	anc	HAMBI_0403	0.5
2_04_D01	evo	HAMBI_1896	0.5
2_05_E01	anc	HAMBI_0403	0.5
2_05_E01	anc	HAMBI_1287	0.5
2_06_F01	anc	HAMBI_0403	0.5
2_06_F01	evo	HAMBI_1287	0.5
2_07_G01	evo	HAMBI_0403	0.5
2_07_G01	anc	HAMBI_1977	0.5
2_08_H01	evo	HAMBI_0403	0.5
2_08_H01	evo	HAMBI_1977	0.5
2_09_A02	evo	HAMBI_0403	0.5
2_09_A02	anc	HAMBI_1896	0.5
2_10_B02	evo	HAMBI_0403	0.5
2_10_B02	evo	HAMBI_1896	0.5
2_11_C02	evo	HAMBI_0403	0.5
2_11_C02	anc	HAMBI_1287	0.5
2_12_D02	evo	HAMBI_0403	0.5
2_12_D02	evo	HAMBI_1287	0.5
2_13_E02	anc	HAMBI_1287	0.5
2_13_E02	anc	HAMBI_1977	0.5
2_14_F02	anc	HAMBI_1287	0.5
2_14_F02	evo	HAMBI_1977	0.5
2_15_G02	anc	HAMBI_1287	0.5
2_15_G02	anc	HAMBI_1896	0.5
2_16_H02	anc	HAMBI_1287	0.5
2_16_H02	evo	HAMBI_1896	0.5
2_17_A03	evo	HAMBI_1287	0.5
2_17_A03	anc	HAMBI_1977	0.5
2_18_B03	evo	HAMBI_1287	0.5
2_18_B03	evo	HAMBI_1977	0.5
2_19_C03	evo	HAMBI_1287	0.5
2_19_C03	anc	HAMBI_1896	0.5
2_20_D03	evo	HAMBI_1287	0.5
2_20_D03	evo	HAMBI_1896	0.5
2_21_E03	anc	HAMBI_1896	0.5
2_21_E03	anc	HAMBI_1977	0.5
2_22_F03	anc	HAMBI_1896	0.5
2_22_F03	evo	HAMBI_1977	0.5
2_23_G03	evo	HAMBI_1896	0.5
2_23_G03	anc	HAMBI_1977	0.5
2_24_H03	evo	HAMBI_1896	0.5
2_24_H03	evo	HAMBI_1977	0.5
2_01_A04	anc	HAMBI_0403	0.5
2_01_A04	anc	HAMBI_1977	0.5
2_02_B04	anc	HAMBI_0403	0.5
2_02_B04	evo	HAMBI_1977	0.5
2_03_C04	anc	HAMBI_0403	0.5
2_03_C04	anc	HAMBI_1896	0.5
2_04_D04	anc	HAMBI_0403	0.5
2_04_D04	evo	HAMBI_1896	0.5
2_05_E04	anc	HAMBI_0403	0.5
2_05_E04	anc	HAMBI_1287	0.5
2_06_F04	anc	HAMBI_0403	0.5
2_06_F04	evo	HAMBI_1287	0.5
2_07_G04	evo	HAMBI_0403	0.5
2_07_G04	anc	HAMBI_1977	0.5
2_08_H04	evo	HAMBI_0403	0.5
2_08_H04	evo	HAMBI_1977	0.5
2_09_A05	evo	HAMBI_0403	0.5
2_09_A05	anc	HAMBI_1896	0.5
2_10_B05	evo	HAMBI_0403	0.5
2_10_B05	evo	HAMBI_1896	0.5
2_11_C05	evo	HAMBI_0403	0.5
2_11_C05	anc	HAMBI_1287	0.5
2_12_D05	evo	HAMBI_0403	0.5
2_12_D05	evo	HAMBI_1287	0.5
2_13_E05	anc	HAMBI_1287	0.5
2_13_E05	anc	HAMBI_1977	0.5
2_14_F05	anc	HAMBI_1287	0.5
2_14_F05	evo	HAMBI_1977	0.5
2_15_G05	anc	HAMBI_1287	0.5
2_15_G05	anc	HAMBI_1896	0.5
2_16_H05	anc	HAMBI_1287	0.5
2_16_H05	evo	HAMBI_1896	0.5
2_17_A06	evo	HAMBI_1287	0.5
2_17_A06	anc	HAMBI_1977	0.5
2_18_B06	evo	HAMBI_1287	0.5
2_18_B06	evo	HAMBI_1977	0.5
2_19_C06	evo	HAMBI_1287	0.5
2_19_C06	anc	HAMBI_1896	0.5
2_20_D06	evo	HAMBI_1287	0.5
2_20_D06	evo	HAMBI_1896	0.5
2_21_E06	anc	HAMBI_1896	0.5
2_21_E06	anc	HAMBI_1977	0.5
2_22_F06	anc	HAMBI_1896	0.5
2_22_F06	evo	HAMBI_1977	0.5
2_23_G06	evo	HAMBI_1896	0.5
2_23_G06	anc	HAMBI_1977	0.5
2_24_H06	evo	HAMBI_1896	0.5
2_24_H06	evo	HAMBI_1977	0.5
2_01_A07	anc	HAMBI_0403	0.5
2_01_A07	anc	HAMBI_1977	0.5
2_02_B07	anc	HAMBI_0403	0.5
2_02_B07	evo	HAMBI_1977	0.5
2_03_C07	anc	HAMBI_0403	0.5
2_03_C07	anc	HAMBI_1896	0.5
2_04_D07	anc	HAMBI_0403	0.5
2_04_D07	evo	HAMBI_1896	0.5
2_05_E07	anc	HAMBI_0403	0.5
2_05_E07	anc	HAMBI_1287	0.5
2_06_F07	anc	HAMBI_0403	0.5
2_06_F07	evo	HAMBI_1287	0.5
2_07_G07	evo	HAMBI_0403	0.5
2_07_G07	anc	HAMBI_1977	0.5
2_08_H07	evo	HAMBI_0403	0.5
2_08_H07	evo	HAMBI_1977	0.5
2_09_A08	evo	HAMBI_0403	0.5
2_09_A08	anc	HAMBI_1896	0.5
2_10_B08	evo	HAMBI_0403	0.5
2_10_B08	evo	HAMBI_1896	0.5
2_11_C08	evo	HAMBI_0403	0.5
2_11_C08	anc	HAMBI_1287	0.5
2_12_D08	evo	HAMBI_0403	0.5
2_12_D08	evo	HAMBI_1287	0.5
2_13_E08	anc	HAMBI_1287	0.5
2_13_E08	anc	HAMBI_1977	0.5
2_14_F08	anc	HAMBI_1287	0.5
2_14_F08	evo	HAMBI_1977	0.5
2_15_G08	anc	HAMBI_1287	0.5
2_15_G08	anc	HAMBI_1896	0.5
2_16_H08	anc	HAMBI_1287	0.5
2_16_H08	evo	HAMBI_1896	0.5
2_17_A09	evo	HAMBI_1287	0.5
2_17_A09	anc	HAMBI_1977	0.5
2_18_B09	evo	HAMBI_1287	0.5
2_18_B09	evo	HAMBI_1977	0.5
2_19_C09	evo	HAMBI_1287	0.5
2_19_C09	anc	HAMBI_1896	0.5
2_20_D09	evo	HAMBI_1287	0.5
2_20_D09	evo	HAMBI_1896	0.5
2_21_E09	anc	HAMBI_1896	0.5
2_21_E09	anc	HAMBI_1977	0.5
2_22_F09	anc	HAMBI_1896	0.5
2_22_F09	evo	HAMBI_1977	0.5
2_23_G09	evo	HAMBI_1896	0.5
2_23_G09	anc	HAMBI_1977	0.5
2_24_H09	evo	HAMBI_1896	0.5
2_24_H09	evo	HAMBI_1977	0.5
2_01_A10	anc	HAMBI_0403	0.5
2_01_A10	anc	HAMBI_1977	0.5
2_02_B10	anc	HAMBI_0403	0.5
2_02_B10	evo	HAMBI_1977	0.5
2_03_C10	anc	HAMBI_0403	0.5
2_03_C10	anc	HAMBI_1896	0.5
2_04_D10	anc	HAMBI_0403	0.5
2_04_D10	evo	HAMBI_1896	0.5
2_05_E10	anc	HAMBI_0403	0.5
2_05_E10	anc	HAMBI_1287	0.5
2_06_F10	anc	HAMBI_0403	0.5
2_06_F10	evo	HAMBI_1287	0.5
2_07_G10	evo	HAMBI_0403	0.5
2_07_G10	anc	HAMBI_1977	0.5
2_08_H10	evo	HAMBI_0403	0.5
2_08_H10	evo	HAMBI_1977	0.5
2_09_A11	evo	HAMBI_0403	0.5
2_09_A11	anc	HAMBI_1896	0.5
2_10_B11	evo	HAMBI_0403	0.5
2_10_B11	evo	HAMBI_1896	0.5
2_11_C11	evo	HAMBI_0403	0.5
2_11_C11	anc	HAMBI_1287	0.5
2_12_D11	evo	HAMBI_0403	0.5
2_12_D11	evo	HAMBI_1287	0.5
2_13_E11	anc	HAMBI_1287	0.5
2_13_E11	anc	HAMBI_1977	0.5
2_14_F11	anc	HAMBI_1287	0.5
2_14_F11	evo	HAMBI_1977	0.5
2_15_G11	anc	HAMBI_1287	0.5
2_15_G11	anc	HAMBI_1896	0.5
2_16_H11	anc	HAMBI_1287	0.5
2_16_H11	evo	HAMBI_1896	0.5
2_17_A12	evo	HAMBI_1287	0.5
2_17_A12	anc	HAMBI_1977	0.5
2_18_B12	evo	HAMBI_1287	0.5
2_18_B12	evo	HAMBI_1977	0.5
2_19_C12	evo	HAMBI_1287	0.5
2_19_C12	anc	HAMBI_1896	0.5
2_20_D12	evo	HAMBI_1287	0.5
2_20_D12	evo	HAMBI_1896	0.5
2_21_E12	anc	HAMBI_1896	0.5
2_21_E12	anc	HAMBI_1977	0.5
2_22_F12	anc	HAMBI_1896	0.5
2_22_F12	evo	HAMBI_1977	0.5
2_23_G12	evo	HAMBI_1896	0.5
2_23_G12	anc	HAMBI_1977	0.5
2_24_H12	evo	HAMBI_1896	0.5
2_24_H12	evo	HAMBI_1977	0.5
